message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,125694])";"30";"turtlesim3.sim";"1694799564.506961971";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,125694])";"30";"turtlesim2.sim";"1694799564.503464354";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,125698])";"30";"turtlesim1.sim";"1694799564.490661943";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,124158])";"30";"turtlesim3.sim";"1694799564.490631979";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,124158])";"30";"turtlesim2.sim";"1694799564.488539709";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,122621])";"30";"turtlesim3.sim";"1694799564.475064832";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,124162])";"30";"turtlesim1.sim";"1694799564.475066299";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,122621])";"30";"turtlesim2.sim";"1694799564.472403187";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,122625])";"30";"turtlesim1.sim";"1694799564.459513121";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,121085])";"30";"turtlesim3.sim";"1694799564.459510746";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,121085])";"30";"turtlesim2.sim";"1694799564.456152888";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,121089])";"30";"turtlesim1.sim";"1694799564.442661039";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,119548])";"30";"turtlesim3.sim";"1694799564.442679199";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,119548])";"30";"turtlesim2.sim";"1694799564.440123997";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,119553])";"30";"turtlesim1.sim";"1694799564.427177147";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,118012])";"30";"turtlesim3.sim";"1694799564.427118967";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,118012])";"30";"turtlesim2.sim";"1694799564.423672126";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,118016])";"30";"turtlesim1.sim";"1694799564.410995227";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,116476])";"30";"turtlesim3.sim";"1694799564.410920074";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,116476])";"30";"turtlesim2.sim";"1694799564.408107633";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,116480])";"30";"turtlesim1.sim";"1694799564.394786346";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,114939])";"30";"turtlesim3.sim";"1694799564.394783901";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,114939])";"30";"turtlesim2.sim";"1694799564.392403590";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,114943])";"30";"turtlesim1.sim";"1694799564.379269487";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,113403])";"30";"turtlesim3.sim";"1694799564.379219199";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,113403])";"30";"turtlesim2.sim";"1694799564.375710056";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,113407])";"30";"turtlesim1.sim";"1694799564.362984545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,111867])";"30";"turtlesim3.sim";"1694799564.362956886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,111867])";"30";"turtlesim2.sim";"1694799564.360001474";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,111871])";"30";"turtlesim1.sim";"1694799564.346737529";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,110330])";"30";"turtlesim3.sim";"1694799564.346710848";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,110330])";"30";"turtlesim2.sim";"1694799564.344284649";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,108794])";"30";"turtlesim3.sim";"1694799564.331359661";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,110334])";"30";"turtlesim1.sim";"1694799564.330601077";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,108794])";"30";"turtlesim2.sim";"1694799564.327986716";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,108798])";"30";"turtlesim1.sim";"1694799564.315439169";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,107258])";"30";"turtlesim3.sim";"1694799564.314358740";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,107258])";"30";"turtlesim2.sim";"1694799564.311631091";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,107262])";"30";"turtlesim1.sim";"1694799564.298812826";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,105721])";"30";"turtlesim3.sim";"1694799564.298812826";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,105721])";"30";"turtlesim2.sim";"1694799564.296064852";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,105725])";"30";"turtlesim1.sim";"1694799564.282660729";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,104185])";"30";"turtlesim3.sim";"1694799564.282646411";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,104185])";"30";"turtlesim2.sim";"1694799564.279874061";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,104189])";"30";"turtlesim1.sim";"1694799564.267569364";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,102649])";"30";"turtlesim3.sim";"1694799564.267545058";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,102649])";"30";"turtlesim2.sim";"1694799564.263918717";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,102653])";"30";"turtlesim1.sim";"1694799564.250865773";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,101112])";"30";"turtlesim3.sim";"1694799564.250873945";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,101112])";"30";"turtlesim2.sim";"1694799564.247933409";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,099576])";"30";"turtlesim3.sim";"1694799564.235124014";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,101116])";"30";"turtlesim1.sim";"1694799564.234674772";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,099576])";"30";"turtlesim2.sim";"1694799564.232033452";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,099580])";"30";"turtlesim1.sim";"1694799564.218609702";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,098040])";"30";"turtlesim3.sim";"1694799564.218289393";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,098040])";"30";"turtlesim2.sim";"1694799564.215816050";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,098044])";"30";"turtlesim1.sim";"1694799564.203213674";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,096503])";"30";"turtlesim3.sim";"1694799564.203065813";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,096503])";"30";"turtlesim2.sim";"1694799564.199677223";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,096507])";"30";"turtlesim1.sim";"1694799564.186752863";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,094967])";"30";"turtlesim3.sim";"1694799564.186317311";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,094967])";"30";"turtlesim2.sim";"1694799564.183703789";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,094971])";"30";"turtlesim1.sim";"1694799564.171243897";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,093431])";"30";"turtlesim3.sim";"1694799564.171256818";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,093431])";"30";"turtlesim2.sim";"1694799564.168221783";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,091894])";"30";"turtlesim3.sim";"1694799564.155305245";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,093435])";"30";"turtlesim1.sim";"1694799564.154464873";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,091894])";"30";"turtlesim2.sim";"1694799564.151694898";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,091898])";"30";"turtlesim1.sim";"1694799564.139265738";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,090358])";"30";"turtlesim3.sim";"1694799564.138918889";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,090358])";"30";"turtlesim2.sim";"1694799564.136042680";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,090362])";"30";"turtlesim1.sim";"1694799564.123071944";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,088822])";"30";"turtlesim3.sim";"1694799564.122757083";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,088822])";"30";"turtlesim2.sim";"1694799564.120486429";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,088826])";"30";"turtlesim1.sim";"1694799564.106802926";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,087285])";"30";"turtlesim3.sim";"1694799564.106514328";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,087285])";"30";"turtlesim2.sim";"1694799564.103908209";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,087289])";"30";"turtlesim1.sim";"1694799564.091344039";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,085749])";"30";"turtlesim3.sim";"1694799564.091115437";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,085749])";"30";"turtlesim2.sim";"1694799564.087579823";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,084213])";"30";"turtlesim3.sim";"1694799564.075217994";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,085753])";"30";"turtlesim1.sim";"1694799564.075091574";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,084213])";"30";"turtlesim2.sim";"1694799564.072265445";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,082676])";"30";"turtlesim3.sim";"1694799564.059205376";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,084216])";"30";"turtlesim1.sim";"1694799564.058723168";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,082676])";"30";"turtlesim2.sim";"1694799564.055979944";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,082680])";"30";"turtlesim1.sim";"1694799564.043341180";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,081140])";"30";"turtlesim3.sim";"1694799564.042311597";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,081140])";"30";"turtlesim2.sim";"1694799564.039713231";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,079604])";"30";"turtlesim3.sim";"1694799564.027287424";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,081144])";"30";"turtlesim1.sim";"1694799564.027024109";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,079604])";"30";"turtlesim2.sim";"1694799564.023659546";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,079607])";"30";"turtlesim1.sim";"1694799564.010875434";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,078067])";"30";"turtlesim3.sim";"1694799564.010892197";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,078067])";"30";"turtlesim2.sim";"1694799564.007522814";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,078071])";"30";"turtlesim1.sim";"1694799563.995373438";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,076531])";"30";"turtlesim3.sim";"1694799563.994887318";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,076531])";"30";"turtlesim2.sim";"1694799563.992459578";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,076535])";"30";"turtlesim1.sim";"1694799563.978937603";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,074995])";"30";"turtlesim3.sim";"1694799563.978832277";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,074995])";"30";"turtlesim2.sim";"1694799563.976191301";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,074998])";"30";"turtlesim1.sim";"1694799563.962845615";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,073458])";"30";"turtlesim3.sim";"1694799563.962785967";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,073458])";"30";"turtlesim2.sim";"1694799563.959913595";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,073462])";"30";"turtlesim1.sim";"1694799563.947333967";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,071922])";"30";"turtlesim3.sim";"1694799563.946952335";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,071922])";"30";"turtlesim2.sim";"1694799563.944518170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,071926])";"30";"turtlesim1.sim";"1694799563.931137211";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,070386])";"30";"turtlesim3.sim";"1694799563.931051931";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,070386])";"30";"turtlesim2.sim";"1694799563.928363949";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,070389])";"30";"turtlesim1.sim";"1694799563.914938220";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,068849])";"30";"turtlesim3.sim";"1694799563.914938220";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,068849])";"30";"turtlesim2.sim";"1694799563.912057746";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,067313])";"30";"turtlesim3.sim";"1694799563.898701862";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,068853])";"30";"turtlesim1.sim";"1694799563.898688382";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,067313])";"30";"turtlesim2.sim";"1694799563.895784161";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,067317])";"30";"turtlesim1.sim";"1694799563.883209562";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,065777])";"30";"turtlesim3.sim";"1694799563.882671127";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,065777])";"30";"turtlesim2.sim";"1694799563.880559506";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,064240])";"30";"turtlesim3.sim";"1694799563.867350646";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,065780])";"30";"turtlesim1.sim";"1694799563.866902171";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,064240])";"30";"turtlesim2.sim";"1694799563.864498040";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,064244])";"30";"turtlesim1.sim";"1694799563.851556755";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,062704])";"30";"turtlesim3.sim";"1694799563.850342781";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,062704])";"30";"turtlesim2.sim";"1694799563.848039575";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,062708])";"30";"turtlesim1.sim";"1694799563.834991916";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,061168])";"30";"turtlesim3.sim";"1694799563.834414718";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,061168])";"30";"turtlesim2.sim";"1694799563.831909660";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,059631])";"30";"turtlesim3.sim";"1694799563.819383674";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,061171])";"30";"turtlesim1.sim";"1694799563.818598128";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,059631])";"30";"turtlesim2.sim";"1694799563.815626297";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,059635])";"30";"turtlesim1.sim";"1694799563.803346932";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,058095])";"30";"turtlesim3.sim";"1694799563.802381606";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,058095])";"30";"turtlesim2.sim";"1694799563.800304488";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,056559])";"30";"turtlesim3.sim";"1694799563.787243279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,058099])";"30";"turtlesim1.sim";"1694799563.787053371";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,056559])";"30";"turtlesim2.sim";"1694799563.784202302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,056562])";"30";"turtlesim1.sim";"1694799563.771417190";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,055022])";"30";"turtlesim3.sim";"1694799563.770272432";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,055022])";"30";"turtlesim2.sim";"1694799563.768269140";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,053486])";"30";"turtlesim3.sim";"1694799563.755052527";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,055026])";"30";"turtlesim1.sim";"1694799563.754774125";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,053486])";"30";"turtlesim2.sim";"1694799563.752206836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,053489])";"30";"turtlesim1.sim";"1694799563.739347759";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,051950])";"30";"turtlesim3.sim";"1694799563.738644700";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,051950])";"30";"turtlesim2.sim";"1694799563.736217170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,051953])";"30";"turtlesim1.sim";"1694799563.723080180";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,050413])";"30";"turtlesim3.sim";"1694799563.723054826";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,050413])";"30";"turtlesim2.sim";"1694799563.720043812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,048877])";"30";"turtlesim3.sim";"1694799563.706627722";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,050417])";"30";"turtlesim1.sim";"1694799563.706623391";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,048877])";"30";"turtlesim2.sim";"1694799563.703743895";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,048880])";"30";"turtlesim1.sim";"1694799563.690604530";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,047341])";"30";"turtlesim3.sim";"1694799563.690426356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,047341])";"30";"turtlesim2.sim";"1694799563.688480337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,047344])";"30";"turtlesim1.sim";"1694799563.675249405";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,045804])";"30";"turtlesim3.sim";"1694799563.674450030";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,045804])";"30";"turtlesim2.sim";"1694799563.672006576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,045808])";"30";"turtlesim1.sim";"1694799563.658742748";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,044268])";"30";"turtlesim3.sim";"1694799563.658720467";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,044268])";"30";"turtlesim2.sim";"1694799563.655782231";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,044271])";"30";"turtlesim1.sim";"1694799563.642817618";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,042732])";"30";"turtlesim3.sim";"1694799563.642723118";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,042732])";"30";"turtlesim2.sim";"1694799563.640520768";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,042735])";"30";"turtlesim1.sim";"1694799563.626567780";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,041195])";"30";"turtlesim3.sim";"1694799563.626518679";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,041195])";"30";"turtlesim2.sim";"1694799563.623507944";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,039659])";"30";"turtlesim3.sim";"1694799563.611012550";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,041199])";"30";"turtlesim1.sim";"1694799563.610884454";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,039659])";"30";"turtlesim2.sim";"1694799563.608027448";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,039662])";"30";"turtlesim1.sim";"1694799563.595144135";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,038123])";"30";"turtlesim3.sim";"1694799563.595050263";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,038123])";"30";"turtlesim2.sim";"1694799563.592153655";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,036586])";"30";"turtlesim3.sim";"1694799563.579192325";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,038126])";"30";"turtlesim1.sim";"1694799563.579217050";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,036586])";"30";"turtlesim2.sim";"1694799563.576291316";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,035050])";"30";"turtlesim3.sim";"1694799563.563202170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,036590])";"30";"turtlesim1.sim";"1694799563.563132604";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,035050])";"30";"turtlesim2.sim";"1694799563.560011445";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,035053])";"30";"turtlesim1.sim";"1694799563.547127084";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,033513])";"30";"turtlesim3.sim";"1694799563.546733158";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,033513])";"30";"turtlesim2.sim";"1694799563.543704404";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,033517])";"30";"turtlesim1.sim";"1694799563.530960571";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,031977])";"30";"turtlesim3.sim";"1694799563.530936334";"./src/turtle.cpp:update:260"
